Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Spain,ESP,"Population, total",SP.POP.TOTL,30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47778340
Sweden,SWE,"Population, total",SP.POP.TOTL,7484656,7519998,7561588,7604328,7661354,7733853,7807797,7867931,7912273,7968072,8042801,8098334,8122300,8136312,8159955,8192437,8222286,8251540,8275599,8293678,8310531,8320503,8325263,8329033,8336605,8350386,8369829,8397804,8436489,8492964,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941
Switzerland,CHE,"Population, total",SP.POP.TOTL,5327827,5434294,5573815,5694247,5789228,5856472,5918002,5991785,6067714,6136387,6180877,6213399,6260956,6307347,6341405,6338632,6302504,6281174,6281738,6294365,6319408,6354074,6391309,6418773,6441865,6470365,6504124,6545106,6593386,6646912,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8775760
Tajikistan,TJK,"Population, total",SP.POP.TOTL,2131992,2208026,2287181,2368868,2452671,2538295,2625653,2714959,2806566,2899854,2993019,3085961,3180461,3277487,3377758,3482125,3590606,3703010,3818114,3932682,4045965,4160745,4278908,4401502,4529501,4660598,4798281,4946293,5100020,5264332,5417860,5556306,5656208,5717806,5803993,5916173,6035600,6117069,6156805,6189565,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207,9750064,9952787
Turkiye,TUR,"Population, total",SP.POP.TOTL,27510980,28255002,29033647,29827877,30612821,31374536,32172785,33026490,33884075,34721990,35540990,36359957,37188035,38028236,38863420,39673590,40500997,41385656,42292206,43187476,44089069,44981877,45949991,47026425,48106764,49175673,50223885,51250152,52275890,53305234,54324142,55321172,56302037,57296008,58310245,59305490,60293786,61277426,62242204,63185615,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,1602052,1658569,1716868,1776387,1836621,1897095,1957557,2018024,2078581,2139557,2201432,2264434,2328374,2393323,2459325,2525760,2592280,2659019,2726327,2794392,2862903,2932934,3005972,3082202,3162165,3246887,3336773,3430501,3525110,3621303,3720278,3821782,3926369,4031698,4133037,4226623,4301093,4363672,4431517,4501079,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770
Ukraine,UKR,"Population, total",SP.POP.TOTL,42767251,43365219,43924755,44445903,44941406,45387091,45809120,46235370,46635196,46990889,47279086,47597756,47974187,48301548,48602694,48892187,49144535,49357430,49536615,49739734,49973920,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51891400,52000500,52150400,52179200,51921400,51512800,51057800,50594600,50144500,49674000,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44132049,43822901,38000000
United Kingdom,GBR,"Population, total",SP.POP.TOTL,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234,67026292,66971395
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,8372311,8692048,9038222,9394588,9758147,10130096,10504969,10881533,11261600,11641640,12011361,12370120,12733242,13107928,13494711,13894347,14307397,14731709,15154314,15558907,15947129,16335642,16735643,17152857,17594364,18063201,18560008,19077170,19600028,20102902,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
